step,description,model,mae_mean,mae_std,rmse_mean,rmse_std,r2_mean,r2_std
0,Historical Avg,Historical Average,6.046946469390864,1.300505866588581,7.867033315780826,1.416480632278074,-0.07638421144558041,0.28555206728787835
1,"XGBoost
(default)",XGBoost (default),3.997852225300663,0.5818654085069924,5.588575731702123,0.7906563480716794,0.4590713313989395,0.09845874748078454
2,"XGBoost
(tuned)",XGBoost (tuned),3.717564041471255,0.5940517411680869,5.254643113683544,0.772573267832643,0.5145825492741654,0.1288236013004532
3,Embedding NN,Embedding NN,5.528619631606329,0.993469183337117,7.336184910346065,1.2502232349759146,0.011794108496262345,0.4575725256717444
4,LSTM,LSTM (2-layer),4.886216163635254,1.6522256135940552,6.687352657318115,1.8603473901748657,0.06558001041412354,0.45880490381885924
5,Transformer,Transformer (2-layer),5.240572929382324,0.9724469184875488,7.106108665466309,1.189307689666748,-0.012274718284606934,0.21074976762141703
